[41, 45, 10, 28, 28, 16]	36
[41, 46, 10, 28, 28, 16]	36
[41, 46, 10, 28, 28, 17]	36
[41, 46, 10, 27, 28, 16]	36
[41, 46, 10, 27, 28, 17]	36
[41, 43, 10, 28, 28, 17]	36
[41, 46, 10, 26, 28, 17]	36
[41, 45, 10, 28, 28, 15]	36
[41, 41, 10, 28, 28, 15]	36
[41, 45, 10, 28, 28, 17]	36
[41, 45, 10, 27, 28, 17]	36
[41, 43, 10, 27, 28, 17]	36
[41, 43, 10, 27, 28, 16]	36
[41, 44, 10, 27, 28, 17]	36
[41, 44, 10, 26, 28, 17]	36
[41, 44, 10, 28, 28, 17]	36
[41, 45, 10, 26, 28, 17]	36
[41, 43, 10, 26, 28, 17]	36
[41, 44, 10, 28, 28, 15]	36
[38, 46, 10, 28, 28, 15]	36
[38, 44, 10, 28, 28, 15]	36
[38, 45, 10, 28, 28, 15]	36
[38, 45, 10, 28, 28, 16]	36
[39, 45, 10, 28, 28, 15]	36
[39, 45, 10, 28, 28, 17]	36
[39, 45, 10, 28, 28, 16]	36
[39, 43, 10, 28, 28, 15]	36
[42, 43, 10, 28, 28, 15]	36
[42, 44, 10, 28, 28, 15]	36
[43, 42, 10, 28, 28, 15]	36
[43, 42, 10, 28, 27, 15]	36
[43, 41, 10, 28, 27, 15]	36
[43, 41, 10, 28, 27, 14]	36
[43, 40, 10, 28, 27, 14]	36
[43, 44, 10, 28, 27, 14]	36
[43, 44, 10, 28, 27, 16]	36
[41, 44, 10, 28, 27, 16]	36
[41, 44, 10, 26, 27, 16]	36
[41, 45, 10, 26, 27, 16]	36
[41, 43, 10, 26, 27, 16]	36
[41, 46, 10, 26, 27, 16]	36
[41, 46, 10, 28, 27, 16]	36
[41, 45, 10, 28, 27, 16]	36
[41, 45, 10, 27, 27, 16]	36
[41, 46, 10, 27, 27, 16]	36
[41, 43, 10, 27, 27, 16]	36
[41, 44, 10, 27, 27, 16]	36
[41, 46, 10, 27, 27, 15]	36
[41, 46, 10, 28, 27, 15]	36
[41, 43, 10, 28, 27, 15]	36
[41, 42, 10, 28, 27, 15]	36
[41, 45, 10, 28, 27, 15]	36
[41, 44, 10, 28, 27, 15]	36
[41, 46, 10, 28, 27, 14]	36
[41, 46, 10, 28, 26, 14]	36
[41, 45, 10, 29, 25, 12]	36
[41, 46, 10, 29, 25, 12]	36
[41, 46, 10, 29, 25, 11]	36
[41, 44, 10, 29, 25, 11]	36
[41, 44, 10, 27, 25, 13]	36
[41, 44, 10, 29, 25, 12]	36
[41, 41, 10, 29, 25, 12]	36
[41, 41, 10, 29, 25, 10]	36
[41, 41, 10, 29, 25, 11]	36
[41, 42, 10, 29, 25, 11]	36
[41, 43, 10, 29, 25, 11]	36
[41, 43, 10, 29, 25, 12]	36
[41, 43, 10, 29, 25, 10]	36
[41, 41, 10, 29, 25, 7]	36
[41, 41, 10, 29, 25, 9]	36
[41, 40, 10, 29, 25, 11]	36
[41, 44, 10, 29, 25, 8]	36
[41, 45, 10, 29, 25, 11]	36
[39, 40, 10, 29, 25, 9]	36
[39, 42, 10, 29, 25, 9]	36
[39, 42, 10, 29, 25, 10]	36
[39, 43, 10, 29, 25, 10]	36
[39, 43, 10, 29, 25, 9]	36
[39, 43, 10, 29, 25, 8]	36
[39, 45, 10, 29, 25, 10]	36
[39, 45, 10, 29, 25, 7]	36
[39, 43, 10, 29, 25, 7]	36
[39, 47, 10, 29, 25, 10]	36
[39, 47, 10, 29, 25, 12]	36
[39, 44, 10, 29, 25, 12]	36
[39, 45, 10, 29, 25, 12]	36
[39, 45, 10, 29, 25, 13]	36
[39, 45, 10, 28, 25, 13]	36
[39, 45, 10, 29, 25, 11]	36
[39, 48, 10, 29, 25, 11]	36
[39, 47, 10, 29, 25, 11]	36
[39, 47, 10, 29, 25, 9]	36
[39, 48, 10, 29, 25, 9]	36
[37, 48, 10, 29, 25, 9]	36
[37, 46, 10, 29, 25, 9]	36
[37, 46, 10, 29, 25, 8]	36
[37, 46, 10, 29, 25, 7]	36
[37, 46, 10, 29, 25, 11]	36
[37, 46, 10, 29, 25, 10]	36
[37, 45, 10, 29, 25, 10]	36
[37, 44, 10, 29, 25, 10]	36
[37, 44, 10, 29, 25, 9]	36
[37, 44, 10, 29, 25, 8]	36
[37, 44, 10, 29, 25, 11]	36
[37, 45, 10, 29, 25, 11]	36
[37, 47, 10, 29, 25, 10]	36
[37, 45, 10, 29, 25, 12]	36
[37, 45, 10, 29, 25, 9]	36
[37, 43, 10, 29, 25, 10]	36
[40, 47, 10, 29, 25, 10]	36
[40, 47, 10, 29, 25, 8]	36
[40, 47, 10, 29, 25, 7]	36
[40, 47, 10, 29, 25, 9]	36
[40, 45, 10, 29, 25, 9]	36
[40, 43, 10, 29, 25, 9]	36
[40, 41, 10, 29, 25, 9]	36
[40, 41, 10, 29, 25, 7]	36
[40, 44, 10, 29, 25, 9]	36
[40, 41, 10, 29, 25, 11]	36
[40, 42, 10, 29, 25, 11]	36
[40, 44, 10, 29, 25, 11]	36
[40, 43, 10, 29, 25, 11]	36
[40, 45, 10, 29, 25, 11]	36
[40, 45, 10, 29, 25, 13]	36
[40, 45, 10, 29, 25, 10]	36
[40, 45, 10, 29, 25, 8]	36
[40, 44, 10, 29, 25, 8]	36
[40, 43, 10, 29, 25, 8]	36
[43, 43, 10, 29, 25, 8]	36
[43, 43, 10, 29, 25, 11]	36
[43, 40, 10, 29, 25, 11]	36
[43, 40, 10, 29, 25, 12]	36
[43, 40, 10, 29, 25, 13]	36
[43, 42, 10, 29, 25, 13]	36
[44, 42, 10, 29, 25, 13]	36
[44, 41, 10, 29, 25, 13]	36
[42, 41, 10, 29, 25, 13]	36
[42, 44, 10, 29, 25, 13]	36
[42, 42, 10, 29, 25, 13]	36
[42, 42, 10, 29, 25, 12]	36
[42, 43, 10, 29, 25, 13]	36
[42, 44, 10, 29, 25, 12]	36
[42, 44, 10, 28, 25, 12]	36
[42, 44, 10, 28, 25, 13]	36
[42, 41, 10, 28, 25, 13]	36
[42, 41, 10, 28, 25, 12]	36
[43, 44, 10, 28, 25, 12]	36
[43, 44, 10, 29, 25, 12]	36
[43, 42, 10, 29, 25, 12]	36
[41, 42, 10, 29, 25, 12]	36
[41, 42, 10, 29, 25, 7]	36
[41, 42, 10, 29, 25, 10]	36
[44, 42, 10, 29, 25, 7]	36
[44, 42, 10, 29, 25, 10]	36
[44, 43, 10, 29, 25, 10]	36
[44, 43, 10, 29, 25, 13]	36
[44, 42, 10, 29, 25, 11]	36
[44, 42, 10, 29, 25, 12]	36
[44, 40, 10, 29, 25, 11]	36
[44, 40, 10, 29, 25, 10]	36
[44, 40, 10, 29, 28, 10]	36
[44, 42, 10, 29, 28, 10]	36
[44, 43, 10, 29, 28, 10]	36
[44, 41, 10, 29, 28, 10]	36
[44, 41, 10, 29, 26, 10]	36
[44, 41, 10, 29, 26, 8]	36
[44, 41, 10, 29, 26, 9]	36
[44, 41, 10, 29, 26, 11]	36
[44, 40, 10, 29, 26, 11]	36
[44, 43, 10, 29, 26, 11]	36
[44, 43, 10, 29, 26, 8]	36
[44, 41, 10, 29, 26, 12]	36
[44, 42, 10, 29, 26, 8]	36
[44, 40, 10, 29, 26, 8]	36
[44, 40, 10, 29, 26, 9]	36
[44, 42, 10, 29, 26, 9]	36
[44, 42, 10, 29, 26, 11]	36
[44, 41, 10, 29, 23, 8]	36
[44, 41, 10, 29, 23, 9]	36
[44, 42, 10, 29, 23, 9]	36
[44, 42, 10, 29, 23, 8]	36
[44, 40, 10, 29, 23, 8]	36
[44, 40, 10, 29, 23, 9]	36
[44, 40, 10, 29, 23, 10]	36
[44, 40, 10, 29, 23, 11]	36
[43, 40, 10, 29, 23, 11]	36
[44, 43, 10, 29, 23, 11]	36
[44, 43, 10, 29, 23, 10]	36
[44, 42, 10, 29, 23, 10]	36
[44, 43, 10, 29, 23, 9]	36
[44, 41, 10, 29, 23, 10]	36
[43, 41, 10, 29, 23, 10]	36
[43, 41, 10, 29, 23, 9]	36
[43, 42, 10, 29, 23, 9]	36
[43, 43, 10, 29, 23, 9]	36
[43, 44, 10, 29, 23, 9]	36
[43, 44, 10, 29, 23, 8]	36
[43, 44, 10, 29, 24, 8]	36
[43, 42, 10, 29, 24, 8]	36
[43, 43, 10, 29, 24, 8]	36
[43, 43, 10, 29, 24, 7]	36
[43, 43, 10, 29, 24, 9]	36
[43, 43, 10, 29, 24, 10]	36
[43, 40, 10, 29, 24, 10]	36
[43, 41, 10, 29, 24, 10]	36
[43, 41, 10, 29, 26, 10]	36
[43, 41, 10, 29, 26, 11]	36
[43, 44, 10, 29, 26, 11]	36
[43, 44, 10, 29, 26, 12]	36
[43, 41, 10, 29, 26, 12]	36
[43, 40, 10, 29, 26, 11]	36
[43, 39, 10, 29, 26, 11]	36
[43, 39, 10, 29, 26, 8]	36
[43, 41, 10, 29, 26, 8]	36
[43, 41, 10, 29, 23, 8]	36
[43, 41, 10, 29, 23, 12]	36
[43, 43, 10, 29, 23, 12]	36
[43, 44, 10, 29, 23, 12]	36
[43, 42, 10, 29, 23, 8]	36
[43, 43, 10, 29, 23, 8]	36
[43, 42, 10, 29, 23, 11]	36
[43, 42, 10, 29, 22, 11]	36
[43, 41, 10, 29, 22, 11]	36
[43, 43, 10, 29, 22, 11]	36
[41, 43, 10, 29, 22, 11]	36
[41, 44, 10, 29, 22, 11]	36
[41, 44, 10, 29, 22, 9]	36
[41, 42, 10, 29, 22, 9]	36
[41, 42, 10, 29, 22, 10]	36
[41, 44, 10, 29, 22, 10]	36
[41, 43, 10, 29, 22, 10]	36
[41, 45, 10, 29, 22, 11]	36
[41, 45, 10, 29, 22, 10]	36
[41, 46, 10, 29, 22, 10]	36
[41, 46, 10, 29, 22, 9]	36
[41, 41, 10, 29, 22, 9]	36
[41, 43, 10, 29, 22, 9]	36
[41, 45, 10, 29, 22, 9]	36
[42, 44, 10, 29, 22, 10]	36
[42, 41, 10, 29, 22, 10]	36
[42, 43, 10, 29, 22, 10]	36
[42, 42, 10, 29, 22, 10]	36
[42, 42, 10, 29, 25, 10]	36
[42, 45, 10, 29, 25, 13]	36
[42, 44, 10, 27, 25, 13]	36
[42, 41, 10, 29, 25, 10]	36
[42, 40, 10, 29, 25, 10]	36
[42, 40, 10, 29, 25, 11]	36
[42, 39, 10, 29, 25, 10]	36
[42, 39, 10, 29, 25, 8]	36
[42, 40, 10, 29, 25, 8]	36
[42, 41, 10, 29, 25, 8]	36
[42, 41, 10, 29, 25, 9]	36
[42, 42, 10, 29, 25, 9]	36
[42, 40, 10, 29, 25, 9]	36
[42, 40, 10, 29, 25, 12]	36
[42, 42, 10, 28, 25, 12]	36
[42, 42, 10, 28, 25, 13]	36
[42, 42, 10, 28, 25, 14]	36
[42, 42, 10, 27, 25, 14]	36
[42, 44, 10, 27, 25, 14]	36
[42, 45, 10, 27, 25, 14]	36
[42, 45, 10, 27, 26, 14]	36
